==11333== NVPROF is profiling process 11333, command: ../bin/gpu
==11333== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==11333== Profiling application: ../bin/gpu
==11333== Profiling result:
==11333== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "NVIDIA Tegra X1 (0)"
    Kernel: abc_algo(void)
          1                               inst_issued                                                   Instructions Issued      152416      152416      152416
          1                           tex_utilization                                             Unified Cache Utilization     Mid (4)     Mid (4)     Mid (4)
          1                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                                inst_fp_32                                               FP Instructions(Single)           0           0           0
          1                                inst_fp_64                                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                                  Integer Instructions      829423      829423      829423
          1                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
          1                              inst_control                                             Control-Flow Instructions        6658        6658        6658
          1                        inst_compute_ld_st                                               Load/Store Instructions      616595      616595      616595
          1                                 inst_misc                                                     Misc Instructions      406267      406267      406267
          1           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                                           Issue Slots      103045      103045      103045
          1                                 cf_issued                                      Issued Control-Flow Instructions         358         358         358
          1                               cf_executed                                    Executed Control-Flow Instructions         358         358         358
          1                               ldst_issued                                        Issued Load/Store Instructions      176959      176959      176959
          1                             ldst_executed                                      Executed Load/Store Instructions       61102       61102       61102
          1                       atomic_transactions                                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                inst_executed_global_loads                              Warp level instructions for global loads       60800       60800       60800
          1                 inst_executed_local_loads                               Warp level instructions for local loads          24          24          24
          1                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
          1               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                             Warp level instructions for global stores          72          72          72
          1                inst_executed_local_stores                              Warp level instructions for local stores         174         174         174
          1               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
          1              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          1                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads     1598720     1598720     1598720
          1                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads        5120        5120        5120
          1                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.      114688      114688      114688
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
          1                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          1                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          1             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          1                      global_load_requests              Total number of global load requests from Multiprocessor      174975      174975      174975
          1                       local_load_requests               Total number of local load requests from Multiprocessor         160         160         160
          1                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests             Total number of global store requests from Multiprocessor         512         512         512
          1                      local_store_requests              Total number of local store requests from Multiprocessor        1280        1280        1280
          1                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
