==3470== NVPROF is profiling process 3470, command: ./../bin/gpu
==3470== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==3470== Profiling application: ./../bin/gpu
==3470== Profiling result:
==3470== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "NVIDIA Tegra X1 (0)"
    Kernel: abc_algo(abc_info_s)
          1               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                             Warp level instructions for global stores     1219495     1219495     1219495
          1                inst_executed_local_stores                              Warp level instructions for local stores      302827      302827      302827
          1               inst_executed_shared_stores                             Warp level instructions for shared stores         403         403         403
          1              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas       26665       26665       26665
          1           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS          11          11          11
          1                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          1                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads     6342720     6342720     6342720
          1                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads    11889600    11889600    11889600
          1                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.    67790912    67790912    67790912
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics      853280      853280      853280
          1                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          1                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          1             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          1                      global_load_requests              Total number of global load requests from Multiprocessor      208892      208892      208892
          1                       local_load_requests               Total number of local load requests from Multiprocessor     2664792     2664792     2664792
          1                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests             Total number of global store requests from Multiprocessor     1236132     1236132     1236132
          1                      local_store_requests              Total number of local store requests from Multiprocessor      383271      383271      383271
          1                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests            Total number of global atomic requests from Multiprocessor       26685       26685       26685
          1                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
          1                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
          1                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)      20.56%      20.56%      20.56%
          1                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)      42.31%      42.31%      42.31%
          1                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      29.62%      29.62%      29.62%
          1                             stall_texture                                         Issue Stall Reasons (Texture)       0.04%       0.04%       0.04%
          1                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.95%       0.95%       0.95%
          1                               stall_other                                           Issue Stall Reasons (Other)       5.16%       5.16%       5.16%
